molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3787230,c1ccc([C@@H]2C[C@H]2NCC2CCNCC2)cc1,79000.0,inactive
CHEMBL3786192,c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1,25000.0,inactive
CHEMBL3785523,CN1CCC(CN[C@@H]2C[C@H]2c2ccccc2)CC1,25000.0,inactive
CHEMBL3786578,CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@]4(N)CCc4ccccc4)cc3)cc2)CC1,10000.0,inactive
CHEMBL3787372,CC(C)S(=O)(=O)Nc1cccc(-c2ccc([C@H]3C[C@@H]3N)cc2)c1,10000.0,inactive
CHEMBL3786420,Cc1ccc(NC(=O)CCC(=O)OCC(=O)c2ccc(-c3ccccc3)cc2)cc1Cl,27500.0,inactive
CHEMBL2288402,CN(C)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1,5940.0,intermediate
CHEMBL3786785,CCN(C)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1,808.0,active
CHEMBL3786747,CCN(CC)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1,334.0,active
CHEMBL3786282,O=C1/C(=C/c2ccc(N3CCCC3)cc2)Oc2cc(O)cc(O)c21,391.0,active
CHEMBL3263556,O=C1/C(=C/c2ccc(N3CCCCC3)cc2)Oc2cc(O)cc(O)c21,393.0,active
CHEMBL1814450,O=C1/C(=C/c2ccc(N3CCOCC3)cc2)Oc2cc(O)cc(O)c21,340.0,active
CHEMBL3787128,CN1CCN(c2ccc(/C=C3\Oc4cc(O)cc(O)c4C3=O)cc2)CC1,10800.0,inactive
CHEMBL3785406,COc1cc(O)c2c(c1)O/C(=C\c1ccc(N(C)C)cc1)C2=O,703.0,active
CHEMBL3786378,COc1cc(O)c2c(c1)O/C(=C\c1ccc(N3CCCCC3)cc1)C2=O,226.0,active
CHEMBL3786723,COc1cc(O)c2c(c1)O/C(=C\c1ccc(N3CCOCC3)cc1)C2=O,1500.0,intermediate
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,4190.0,intermediate
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,82.5,active
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,1950.0,intermediate
CHEMBL3799361,N#Cc1cc2cc(-c3cccs3)n(O)c2cc1C#N,100000.0,inactive
CHEMBL3797630,COc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1,1790.0,intermediate
CHEMBL3800008,Cc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1,821.0,active
CHEMBL3798540,N#Cc1cc2cc(-c3ccccc3)n(O)c2cc1C#N,10300.0,inactive
CHEMBL3799754,COn1c(-c2ccc(C)cc2)c(C=O)c2cc(C#N)c(C#N)cc21,74800.0,inactive
CHEMBL3797374,COn1c(-c2ccccc2)c(C=O)c2cc(C#N)c(C#N)cc21,100000.0,inactive
CHEMBL3799747,COc1ccc(-c2c(C=O)c3cc(C#N)c(C#N)cc3n2OC)cc1,100000.0,inactive
CHEMBL3800179,COn1c(-c2ccccc2)c(CO)c2cc(C#N)c(C#N)cc21,100000.0,inactive
CHEMBL3800329,COn1c(-c2ccc(C)cc2)c(CO)c2cc(C#N)c(C#N)cc21,100000.0,inactive
CHEMBL3797506,COc1ccc(-c2c(CO)c3cc(C#N)c(C#N)cc3n2OC)cc1,100000.0,inactive
CHEMBL3797294,COn1c(-c2ccccc2)c(Br)c2cc(C#N)c(C#N)cc21,100000.0,inactive
CHEMBL3799207,COn1c(-c2ccc(C)cc2)c(Br)c2cc(C#N)c(C#N)cc21,7460.0,intermediate
CHEMBL3800320,CC(=O)On1c(-c2cccs2)cc2cc(C#N)c(C#N)cc21,1940.0,intermediate
CHEMBL3797476,O=C(O)c1cc2cc(-c3ccccc3)n(O)c2cc1C(=O)O,56200.0,inactive
CHEMBL3799394,Cc1ccc(-c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,100000.0,inactive
CHEMBL3800487,COc1ccc(-c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,100000.0,inactive
CHEMBL3797638,O=C(O)c1cc2cc(-c3cccs3)n(O)c2cc1C(=O)O,100000.0,inactive
CHEMBL3797703,COC(=O)c1cc2cc(-c3ccc(OC)cc3)n(OC)c2cc1C(=O)OC,100000.0,inactive
CHEMBL3798815,O=C1NC(=O)c2cc3c(cc21)cc(-c1ccccc1)n3O,83100.0,inactive
CHEMBL3797838,Cc1ccc(-c2cc3cc4c(cc3n2O)C(=O)NC4=O)cc1,8090.0,intermediate
CHEMBL3798000,O=C1NC(=O)c2cc3c(cc21)cc(-c1cccs1)n3O,100000.0,inactive
CHEMBL3799699,COn1c(-c2ccc(C)cc2)cc2cc3c(cc21)C(=O)NC3=O,581.0,active
CHEMBL3800292,COn1c(-c2cccs2)cc2cc3c(cc21)C(=O)NC3=O,3750.0,intermediate
CHEMBL3797384,COn1c(-c2ccccc2)cc2cc3c(cc21)C(=O)N(C)C3=O,100000.0,inactive
CHEMBL3799006,O=C1NC(=O)c2cc3c(Cl)c(-c4ccccc4)[nH]c3cc21,100000.0,inactive
CHEMBL3797878,O=C(Cc1cc2c(cc1[N+](=O)[O-])C(=O)NC2=O)c1ccccc1,6790.0,intermediate
CHEMBL3798677,Cc1ccc(C(=O)Cc2cc3c(cc2[N+](=O)[O-])C(=O)NC3=O)cc1,923.0,active
CHEMBL3799798,COc1ccc(C(=O)Cc2cc3c(cc2[N+](=O)[O-])C(=O)NC3=O)cc1,1210.0,intermediate
CHEMBL3799429,O=C(Cc1cc2c(cc1[N+](=O)[O-])C(=O)NC2=O)c1cccs1,100000.0,inactive
CHEMBL3798483,COc1ccc(C(=O)Cc2cc3c(cc2[N+](=O)[O-])C(=O)N(Cc2ccccc2)C3=O)cc1,100000.0,inactive
CHEMBL3797944,O=C(Cc1cc2c(cc1[N+](=O)[O-])C(=O)N(Cc1ccccc1)C2=O)c1cccs1,100000.0,inactive
CHEMBL3798693,O=C(Cc1cc(C(=O)O)c(C(=O)O)cc1[N+](=O)[O-])c1ccccc1,100000.0,inactive
CHEMBL3799526,Cc1ccc(C(=O)Cc2cc(C(=O)O)c(C(=O)O)cc2[N+](=O)[O-])cc1,100000.0,inactive
CHEMBL3799080,COc1ccc(C(=O)Cc2cc(C(=O)O)c(C(=O)O)cc2[N+](=O)[O-])cc1,100000.0,inactive
CHEMBL3798998,O=C(Cc1cc(C(=O)O)c(C(=O)O)cc1[N+](=O)[O-])c1cccs1,100000.0,inactive
CHEMBL279390,NCCNC(=O)c1ccc(Cl)cn1,91.0,active
CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,48.0,active
CHEMBL3805911,CN(C)c1ccc(/C=C2\COc3cc(Cl)cc(Cl)c3C2=O)cn1,10510.0,inactive
CHEMBL3806317,O=C1/C(=C/c2c[nH]c3ccccc23)COc2ccccc21,181.45,active
CHEMBL3806053,O=C1/C(=C/c2ccc[nH]2)COc2ccccc21,13760.0,inactive
CHEMBL3806027,O=C1/C(=C/c2c[nH]cn2)COc2ccccc21,20200.0,inactive
CHEMBL3805270,O=C1/C(=C/c2c[nH]cn2)COc2cc(Cl)cc(Cl)c21,10210.0,inactive
CHEMBL3806278,COc1ccc2c(c1)OC/C(=C\c1c[nH]cn1)C2=O,10620.0,inactive
CHEMBL3805041,O=C1/C(=C/c2ccco2)COc2ccccc21,3770.0,intermediate
CHEMBL1384621,O=C1/C(=C/c2cccs2)COc2ccccc21,1130.0,intermediate
CHEMBL3804976,O=C1/C(=C/c2ccsc2)COc2ccccc21,1730.0,intermediate
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,61350.0,inactive
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,19.6,active
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,7540.0,intermediate
CHEMBL326294,O=C1Nc2ccccc2C1=O,34390.0,inactive
CHEMBL3805175,CN(C)c1ccc(/C=C2\COc3ccccc3C2=O)cn1,213.22,active
CHEMBL3805869,Nc1ccc(/C=C2\COc3ccccc3C2=O)cn1,2390.0,intermediate
CHEMBL3806180,O=C1/C(=C/c2cccnc2)COc2ccccc21,8230.0,intermediate
CHEMBL3806133,O=C1/C(=C/c2ccncc2)COc2ccccc21,12440.0,inactive
CHEMBL1483268,O=C1/C(=C/c2ccccn2)COc2ccccc21,2940.0,intermediate
CHEMBL3806014,COc1ccc2c(c1)OC/C(=C\c1cnc(N(C)C)nc1)C2=O,10400.0,inactive
CHEMBL3804967,CN(C)c1ncc(/C=C2\COc3cc(Cl)cc(Cl)c3C2=O)cn1,10.58,active
CHEMBL3805010,CN(C)c1ncc(/C=C2\COc3ccccc3C2=O)cn1,241.11,active
CHEMBL3805904,Nc1ncc(/C=C2\COc3ccccc3C2=O)cn1,18330.0,inactive
CHEMBL3896947,O=C1/C(=C/c2ccccc2)Cc2cc(O)ccc21,376.0,active
CHEMBL3925000,O=C1/C(=C/c2ccccc2)Cc2ccc(O)cc21,2420.0,intermediate
CHEMBL3965044,O=C1/C(=C/c2cccc(F)c2)Cc2cc(O)ccc21,84.0,active
CHEMBL3933900,O=C1/C(=C/c2ccc(F)cc2)Cc2cc(O)ccc21,47.0,active
CHEMBL3924440,O=C1/C(=C/c2cccc(Cl)c2)Cc2cc(O)ccc21,30.0,active
CHEMBL3907033,O=C1/C(=C/c2ccc(Cl)cc2)Cc2cc(O)ccc21,13.0,active
CHEMBL3979091,O=C1/C(=C/c2cccc(Br)c2)Cc2cc(O)ccc21,13.0,active
CHEMBL3950873,O=C1/C(=C/c2ccc(Br)cc2)Cc2cc(O)ccc21,5.3,active
CHEMBL3958135,Cc1cccc(/C=C2\Cc3cc(O)ccc3C2=O)c1,52.0,active
CHEMBL3986834,Cc1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,5.2,active
CHEMBL3971638,N#Cc1cccc(/C=C2\Cc3cc(O)ccc3C2=O)c1,130.0,active
CHEMBL3900500,N#Cc1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,316.0,active
CHEMBL3928890,O=C1/C(=C/c2ccc(Cl)c(Cl)c2)Cc2cc(O)ccc21,14.0,active
CHEMBL3891485,O=C1/C(=C/c2cccc(O)c2)Cc2cc(O)ccc21,966.0,active
CHEMBL3890408,O=C1/C(=C/c2ccc(O)cc2)Cc2cc(O)ccc21,2740.0,intermediate
CHEMBL3918471,COc1cccc(/C=C2\Cc3cc(O)ccc3C2=O)c1,471.0,active
CHEMBL3979733,CN(C)c1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,768.0,active
CHEMBL3909535,CC(C)c1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,215.0,active
CHEMBL28591,O=C1/C(=C/c2ccccc2)Cc2ccccc21,2570.0,intermediate
CHEMBL28855,CN(C)c1ccc(/C=C2\Cc3ccccc3C2=O)cc1,31.0,active
CHEMBL3902894,COc1ccc2c(c1)C/C(=C\c1ccccc1)C2=O,9.2,active
CHEMBL1906073,COc1ccc2c(c1)C/C(=C\c1ccc(N(C)C)cc1)C2=O,60.0,active
CHEMBL3818512,COc1cccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c1,100000.0,inactive
CHEMBL3916769,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c(OC)c1,100000.0,inactive
CHEMBL3818089,COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O,13100.0,inactive
CHEMBL3892044,O=C(/C=C/c1cccc(O)c1)NCCC1CCN(Cc2ccccc2)CC1,100000.0,inactive
CHEMBL3819320,O=C(/C=C/c1ccc(O)cc1)NCCC1CCN(Cc2ccccc2)CC1,100000.0,inactive
CHEMBL3965783,O=C(/C=C/c1ccc(O)cc1O)NCCC1CCN(Cc2ccccc2)CC1,8300.0,intermediate
CHEMBL3818992,O=C(/C=C/c1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1,6000.0,intermediate
CHEMBL3936989,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)c(OC)c1,100000.0,inactive
CHEMBL3945872,COc1cc(/C=C/C(=O)Nc2cccc(CN(C)Cc3ccccc3)c2)ccc1O,7700.0,intermediate
CHEMBL3919086,COc1cccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)c1,100000.0,inactive
CHEMBL3978533,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1,100000.0,inactive
CHEMBL3970226,CN(Cc1ccccc1)Cc1ccc(NC(=O)/C=C/c2ccc(O)cc2)cc1,29000.0,inactive
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,17.0,active
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,7500.0,intermediate
CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1000000.0,inactive
CHEMBL3923040,CN(Cc1ccccc1F)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,100000.0,inactive
CHEMBL3932083,CN(Cc1cccc(F)c1)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,8320.0,intermediate
CHEMBL3950869,CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,5960.0,intermediate
CHEMBL3923134,C#CCN1C(=O)C(=O)c2cc(S(=O)(=O)N(C)Cc3ccccc3F)ccc21,128200.0,inactive
CHEMBL3916392,C#CCN1C(=O)C(=O)c2cc(S(=O)(=O)N(C)Cc3cccc(F)c3)ccc21,70580.0,inactive
CHEMBL3986142,C#CCN1C(=O)C(=O)c2cc(S(=O)(=O)N(C)Cc3ccc(F)cc3)ccc21,100000.0,inactive
CHEMBL3965645,C#CCN1C(=O)C(=O)c2ccccc21,35190.0,inactive
CHEMBL326294,O=C1Nc2ccccc2C1=O,12070.0,inactive
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,20.0,active
CHEMBL3931599,C#CCN(Cc1ccc2cccc(O)c2n1)CC1CCN(Cc2ccccc2)CC1,100000.0,inactive
CHEMBL3892118,C#CCN(CCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1,100000.0,inactive
CHEMBL3961103,C#CCN(CCCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1,100000.0,inactive
CHEMBL3901082,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)C1CCN(Cc2ccccc2)CC1,100000.0,inactive
CHEMBL3972214,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CC1CCN(Cc2ccccc2)CC1,100000.0,inactive
CHEMBL3910142,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1,100000.0,inactive
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,65500.0,inactive
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,20.0,active
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,15200.0,inactive
CHEMBL3291019,C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CCC1CCN(Cc2ccccc2)CC1,11800.0,inactive
CHEMBL3771258,CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1,25.32,active
CHEMBL3771110,CC(=O)c1cccc(OCc2ccc(Cl)cc2)c1,10.52,active
CHEMBL3770333,CC(=O)c1cccc(OCc2ccc(Br)cc2)c1,92.41,active
CHEMBL3920226,CC(=O)c1ccc(OCc2cccc(F)c2)cc1O,41.38,active
CHEMBL3948027,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1O,28.42,active
CHEMBL3911291,CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1O,25.12,active
CHEMBL3939253,CC(=O)c1ccc(OCc2ccc(Cl)cc2)cc1O,42.75,active
CHEMBL3902282,CC(=O)c1ccc(OCc2cccc(F)c2)cc1F,96.51,active
CHEMBL3930258,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1F,56.89,active
CHEMBL3919232,CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1F,13.25,active
CHEMBL3891155,CC(=O)c1ccc(OCc2ccc(Cl)cc2)cc1F,52.93,active
CHEMBL1682819,O=C1CCOc2cc(OCc3ccc(F)cc3)ccc21,12.34,active
CHEMBL3741418,O=C1CCOc2cc(OCc3ccc(Cl)cc3)ccc21,42.05,active
CHEMBL3741461,CC1(C)CC(=O)c2ccc(OCc3ccc(F)cc3)cc2O1,12.85,active
CHEMBL3739471,CC1(C)CC(=O)c2ccc(OCc3ccc(Cl)cc3)cc2O1,39.21,active
CHEMBL3288293,O=C1CCCc2cc(OCc3ccc(F)cc3)ccc21,12.55,active
CHEMBL3288295,O=C1CCCc2cc(OCc3ccc(Cl)cc3)ccc21,7.21,active
CHEMBL3892863,O=c1ccoc2cc(OCc3cccc(Cl)c3)ccc12,43.42,active
CHEMBL3927065,O=c1ccoc2cc(OCc3ccc(F)cc3)ccc12,63.22,active
CHEMBL3770875,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,27.82,active
CHEMBL1945153,O=c1ccoc2ccc(OCc3ccc(Cl)cc3)cc12,25.31,active
CHEMBL1945157,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,15.62,active
CHEMBL3929816,O=C1OCc2cc(OCc3ccc(F)cc3)ccc21,8.35,active
CHEMBL3910900,O=C1OCc2cc(OCc3ccc(Cl)cc3)ccc21,13.87,active
CHEMBL3938837,O=C1OCc2cc(OCc3ccc(C(F)(F)F)cc3)ccc21,6.41,active
CHEMBL2430706,O=C1CCc2ccc(OCc3cccc(Cl)c3)cc2N1,14.27,active
CHEMBL2430707,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1,8.17,active
CHEMBL108697,Cc1c(C)c2ccc(OCc3cccc(F)c3)cc2oc1=O,5.03,active
CHEMBL274030,Cc1c(C)c2ccc(OCc3ccc(Cl)cc3)cc2oc1=O,6.48,active
CHEMBL325761,Cc1c(C)c2ccc(OCc3ccc(F)c(F)c3)cc2oc1=O,4.25,active
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,8960.0,intermediate
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,7.87,active
CHEMBL3770015,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1,15.48,active
CHEMBL3920226,CC(=O)c1ccc(OCc2cccc(F)c2)cc1O,2.8,active
CHEMBL3948027,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1O,3.0,active
CHEMBL3911291,CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1O,1.3,active
CHEMBL3892863,O=c1ccoc2cc(OCc3cccc(Cl)c3)ccc12,17.0,active
CHEMBL3927065,O=c1ccoc2cc(OCc3ccc(F)cc3)ccc12,25.0,active
CHEMBL3770875,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,8.0,active
CHEMBL3915915,C#CCN1CCCC(CNC(=O)c2ccc3ccccc3c2)C1,59293.0,inactive
CHEMBL3964515,C#CCN1CCCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)C1,100000.0,inactive
CHEMBL3924905,C#CCN1CCCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)C1,100000.0,inactive
CHEMBL3980929,C#CCN1CCC(CNC(=O)c2ccc3ccccc3c2)CC1,72611.0,inactive
CHEMBL3952086,C#CCN1CCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)CC1,100000.0,inactive
CHEMBL3972913,C#CCN1CCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)CC1,100000.0,inactive
CHEMBL3943366,C#CCN1CCCC(CNS(=O)(=O)c2ccc3ccccc3c2)C1,100000.0,inactive
CHEMBL3900751,C#CCN1CCCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)C1,100000.0,inactive
CHEMBL3971906,C#CCN1CCCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)C1,100000.0,inactive
CHEMBL3891772,C#CCN1CCC(CNS(=O)(=O)c2ccc3ccccc3c2)CC1,53904.0,inactive
CHEMBL3960783,C#CCN1CCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1,100000.0,inactive
CHEMBL3918754,C#CCN1CCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1,100000.0,inactive
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,13568.0,inactive
CHEMBL673,C#CCN(C)Cc1ccccc1,195.0,active
CHEMBL3961309,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(O)c1)CO2,190.0,active
CHEMBL3924914,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)C)c(O)c1)CO2,882.0,active
CHEMBL3952627,CCN(CC)Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O,2430.0,intermediate
CHEMBL3915922,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)c(O)c1)CO2,722.0,active
CHEMBL3943883,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCCC3)c(O)c1)CO2,1740.0,intermediate
CHEMBL3904918,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCOCC3)c(O)c1)CO2,1010.0,intermediate
CHEMBL3975706,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCN(C)CC3)c(O)c1)CO2,915.0,active
CHEMBL3913913,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)c(O)c1)CO2,1150.0,intermediate
CHEMBL3983738,COc1ccccc1CN(C)Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O,1030.0,intermediate
CHEMBL3984772,CCN(Cc1ccccc1)Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O,1720.0,intermediate
CHEMBL3956126,CCN(Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1OC,1500.0,intermediate
CHEMBL3928434,CCN(Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C,1340.0,intermediate
CHEMBL3905844,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(O)c(CN3CCCCC3)c1)CO2,14000.0,inactive
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,4190.0,intermediate
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,82.5,active
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,1950.0,intermediate
CHEMBL2263059,CN(C)c1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,310.0,active
CHEMBL3883661,CN(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1,2480.0,intermediate
CHEMBL3885433,CCN(CC)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1,3500.0,intermediate
CHEMBL3884602,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCC3)cc2O)cc1,290.0,active
CHEMBL3883374,CCN(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1,2100.0,intermediate
CHEMBL3884004,CCN(CC)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCC3)cc2O)cc1,6700.0,intermediate
CHEMBL3884263,O=C(/C=C/c1ccc(N2CCCC2)cc1)c1ccc(OC(=O)N2CCCC2)cc1O,710.0,active
CHEMBL3883650,O=C(/C=C/c1ccc(N2CCCCC2)cc1)c1ccc(OC(=O)N2CCCC2)cc1O,780.0,active
CHEMBL3884558,O=C(/C=C/c1ccc(N2CCOCC2)cc1)c1ccc(OC(=O)N2CCCC2)cc1O,710.0,active
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,4190.0,intermediate
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,83.0,active
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,1950.0,intermediate
CHEMBL3915780,CC(C)(C)NC(=O)c1ccc(OC/C(=C\F)CN)cc1,1000.0,active
CHEMBL3921332,NC/C(=C/F)COc1ccc(C(N)=O)cc1,1000.0,active
CHEMBL3967777,NC/C(=C\F)COc1ccc(C(N)=O)cc1,10000.0,inactive
CHEMBL3985531,CN(C)C(=O)c1ccc(OC/C(=C\F)CN)c(F)c1,100.0,active
CHEMBL3924778,CN(C)C(=O)c1ccc(OC/C(=C\F)CN)c(Cl)c1,1000.0,active
CHEMBL3982106,COc1cc(C(=O)N(C)C)ccc1OC/C(=C/F)CN,10000.0,inactive
CHEMBL3901342,CN(C)C(=O)c1ccc(SC/C(=C/F)CN)cc1,1000.0,active
CHEMBL3967909,NC/C(=C/F)COc1ccc(S(N)(=O)=O)cc1,10000.0,inactive
CHEMBL3969128,CN(C)S(=O)(=O)c1ccc(OC/C(=C\F)CN)cc1,10000.0,inactive
CHEMBL3944647,NC/C(=C\F)COc1ccc(S(N)(=O)=O)cc1,10000.0,inactive
CHEMBL3893103,CN(C)C(=O)c1ccc(OC/C(=C/F)CN)cc1,100.0,active
CHEMBL3977307,CN(C)S(=O)(=O)c1ccc(OC/C(=C/F)CN)cc1,10000.0,inactive
CHEMBL3939279,CN(C)S(=O)(=O)c1cccc(OC/C(=C\F)CN)c1,100000.0,inactive
CHEMBL3893265,CN(C)C(=O)c1ccc(OC/C(=C\F)CN)cc1,100.0,active
CHEMBL3900277,CN(C)C(=O)c1ccc(OC/C(=C\F)CN)c(Br)c1,1000.0,active
CHEMBL3910400,CC(C)(C)NC(=O)c1ccc(OC/C(=C/F)CN)cc1,1000.0,active
CHEMBL3977429,CCN(CC)C(=O)c1ccc(OC/C(=C/F)CN)cc1,1000.0,active
CHEMBL3949163,CNC(=O)c1ccc(OC/C(=C/F)CN)cc1,1000.0,active
CHEMBL3953373,Cc1cc(OC/C(=C\F)CN)ccc1C(=O)N(C)C,1000.0,active
CHEMBL3968816,CNS(=O)(=O)c1ccc(OC/C(=C/F)CN)cc1,10000.0,inactive
CHEMBL3930287,CNS(=O)(=O)c1ccc(OC/C(=C\F)CN)cc1,10000.0,inactive
CHEMBL3954408,CCNS(=O)(=O)c1ccc(OC/C(=C/F)CN)cc1,10000.0,inactive
CHEMBL3906960,CCNS(=O)(=O)c1ccc(OC/C(=C\F)CN)cc1,1000.0,active
CHEMBL3974364,CC(C)NS(=O)(=O)c1ccc(OC/C(=C/F)CN)cc1,10000.0,inactive
CHEMBL3897942,CC(C)NS(=O)(=O)c1ccc(OC/C(=C\F)CN)cc1,10000.0,inactive
CHEMBL489079,NC/C(=C/F)CCc1ccc(F)cc1,5.0,active
CHEMBL3979032,c1ccc(-c2nc3ccc(N4CCCC4)nc3o2)cc1,410.0,active
CHEMBL3896665,c1ccc(-c2nc3ccc(N4CCCC4)nc3s2)cc1,7300.0,intermediate
CHEMBL3966734,Clc1ccccc1-c1nc2ccc(N3CCCC3)nc2o1,111900.0,inactive
CHEMBL3933437,Clc1cccc(-c2nc3ccc(N4CCCC4)nc3o2)c1,16300.0,inactive
CHEMBL3967344,Fc1ccc(-c2nc3ccc(N4CCCC4)nc3o2)cc1,8700.0,intermediate
CHEMBL2418203,c1ccc(-c2nc3ccc(N4CCCCC4)nc3o2)cc1,2000.0,intermediate
CHEMBL2418210,c1ccc(-c2nc3ccc(N4CCCCC4)nc3s2)cc1,8300.0,intermediate
CHEMBL2418207,Clc1ccccc1-c1nc2ccc(N3CCCCC3)nc2o1,13200.0,inactive
