molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL1255743,Cl.N[C@@H]1C[C@H]1c1ccccc1,5900.0,intermediate
CHEMBL2334501,Cc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)(C)C)CC3)nn2)cc1,1250000.0,inactive
CHEMBL2334497,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccccc3F)nn2)CC1,790700.0,inactive
CHEMBL2023192,C#CCN[C@H]1c2ccccc2C[C@@H]1F,27.0,active
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,46.0,active
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,13.0,active
CHEMBL2442536,[2H]C([2H])(C#C)N[C@@H]1c2ccccc2C[C@H]1F,173.0,active
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,1.3,active
CHEMBL2396876,COc1ccc2c(c1)C=C(/C=C/C(=O)c1ccccc1OC)CO2,320.0,active
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,10960.0,inactive
CHEMBL2396879,COc1cc(OC)cc(C(=O)/C=C/C2=Cc3cc(Br)ccc3OC2)c1,16670.0,inactive
CHEMBL2396878,COc1ccccc1C(=O)/C=C/C1=Cc2cc(Br)ccc2OC1,42770.0,inactive
CHEMBL2396877,COc1cccc(C(=O)/C=C/C2=Cc3cc(Br)ccc3OC2)c1,35860.0,inactive
CHEMBL2396876,COc1ccc2c(c1)C=C(/C=C/C(=O)c1ccccc1OC)CO2,13710.0,inactive
CHEMBL2396880,COc1cc(/C=C/C(=O)C2=Cc3cc(OC)ccc3OC2)cc(OC)c1,18300.0,inactive
CHEMBL490923,CS(=O)(=O)c1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,467735.14,inactive
CHEMBL490922,O=C(/C=C/c1ccc(OCc2ccccc2)cc1)c1ccc(F)cc1,501187.23,inactive
CHEMBL490752,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(F)cc1O,70794.58,inactive
CHEMBL139679,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,5128.61,intermediate
CHEMBL7531,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1,30902.95,inactive
CHEMBL241861,O=C(/C=C/c1ccc(Cl)cc1)c1ccccc1O,158489.32,inactive
CHEMBL7976,O=C(/C=C/c1ccccc1)c1ccccc1,1412537.54,inactive
CHEMBL406861,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,4365.16,intermediate
CHEMBL489720,COc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)cc1,446683.59,inactive
CHEMBL489719,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,53703.18,inactive
CHEMBL489718,CC(C)=CCOc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,1258925.41,inactive
CHEMBL491888,CC(C)=CCOc1ccc(C(=O)/C=C/c2ccc(C)cc2)c(O)c1,1023292.99,inactive
CHEMBL450771,CC(C)=CCOc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,18620871.37,inactive
CHEMBL1766626,O=C1c2c(Cl)cc(Cl)cc2OCC1Cc1ccc(Cl)cc1,4570881.9,inactive
CHEMBL1766625,O=C1c2cc(Cl)ccc2OCC1Cc1ccc(Cl)cc1,3090295.43,inactive
CHEMBL1766624,O=C1c2ccccc2OCC1Cc1ccc(Cl)cc1,7413102.41,inactive
CHEMBL1766622,O=C1c2ccccc2OCC1Cc1ccccc1,58884365.54,inactive
CHEMBL1766620,COc1ccc(Cc2coc3ccccc3c2=O)cc1,21379620.9,inactive
CHEMBL1766619,O=c1c(Cc2ccc(Cl)cc2)coc2cc(Cl)cc(Cl)c12,436515.83,inactive
CHEMBL1766613,COc1cc(/C=C2\COc3ccccc3C2=O)cc(OC)c1OC,20892961.31,inactive
CHEMBL1766614,COc1ccc(/C=C2\COc3ccccc3C2=O)c(OC)c1OC,1318256.74,inactive
CHEMBL1766612,COc1cccc(/C=C2\COc3ccccc3C2=O)c1OC,1905460.72,inactive
CHEMBL451747,COc1ccc(/C=C2\COc3ccccc3C2=O)c(OC)c1,245470.89,inactive
CHEMBL1766562,COc1ccc(/C=C2\COc3ccccc3C2=O)c(O)c1,1318256.74,inactive
CHEMBL1766561,Nc1cc(/C=C2\COc3ccccc3C2=O)ccc1O,478630.09,inactive
CHEMBL1766560,O=C1/C(=C/c2ccc(O)c([N+](=O)[O-])c2)COc2ccccc21,489778.82,inactive
CHEMBL1766558,O=C1/C(=C/c2ccc(O)c(O)c2)COc2ccccc21,141253.75,inactive
CHEMBL1766557,COc1ccc(/C=C2\COc3ccccc3C2=O)cc1O,478630.09,inactive
CHEMBL1766556,COc1cc(/C=C2\COc3ccccc3C2=O)ccc1O,104712.85,inactive
CHEMBL452001,CN(C)c1ccc(/C=C2\COc3ccccc3C2=O)cc1,8511.38,intermediate
CHEMBL1766555,CC(=O)Nc1ccc(/C=C2\COc3ccccc3C2=O)cc1,1071519.31,inactive
CHEMBL1766554,Nc1ccc(/C=C2\COc3ccccc3C2=O)cc1,870963.59,inactive
CHEMBL1766553,O=C1/C(=C/c2ccccc2)COc2ccc(Cl)cc21,331131.12,inactive
CHEMBL1077616,O=C1/C(=C/c2ccc(O)cc2)COc2cc(O)cc(O)c21,8709.64,intermediate
CHEMBL511011,COc1ccc(/C=C2\COc3ccccc3C2=O)cc1,58884.37,inactive
CHEMBL452004,O=C1/C(=C/c2ccc(Cl)cc2)COc2ccccc21,154881.66,inactive
CHEMBL1383041,O=C1/C(=C/c2ccc(O)cc2)COc2ccccc21,54954.09,inactive
CHEMBL1766549,O=C1/C(=C/c2ccccc2)COc2ccccc21,478630.09,inactive
CHEMBL255231,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,37100.0,inactive
CHEMBL673,C#CCN(C)Cc1ccccc1,188.0,active
CHEMBL450675,COc1ccc(/C=C2\COc3cc(O)ccc3C2=O)cc1,1060.0,intermediate
CHEMBL3093172,COc1ccc(CC2COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,1110.0,intermediate
CHEMBL3093171,COc1ccc(/C=C2\COc3cc(OCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc3C2=O)cc1,1560.0,intermediate
CHEMBL3093170,COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc3C2=O)cc1,1360.0,intermediate
CHEMBL3093168,COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1OC,19730.0,inactive
CHEMBL3093167,COc1ccccc1/C=C1\COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc2C1=O,1790.0,intermediate
CHEMBL3093166,COc1cccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)c1,2200.0,intermediate
CHEMBL3093181,O=C1/C(=C/c2ccc(Cl)cc2)COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc21,15400.0,inactive
CHEMBL3093180,O=C1/C(=C/c2ccc(F)cc2)COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc21,1090.0,intermediate
CHEMBL3093179,Cc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,1240.0,intermediate
CHEMBL3093178,CN(C)c1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,1030.0,intermediate
CHEMBL3093177,COc1ccc(/C=C2\COc3cc(OCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,3430.0,intermediate
CHEMBL3093176,COc1ccc(/C=C2\COc3cc(OCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,437.0,active
CHEMBL3093175,COc1ccc(/C=C2\COc3cc(OCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,518.0,active
CHEMBL3093174,COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,401.0,active
CHEMBL3093173,COc1ccc(/C=C2\COc3cc(OCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,1160.0,intermediate
CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,7.67,active
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,6.13,active
CHEMBL3093223,CCCn1c(=O)c2c(nc3n2CCCN3CCC(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)n(CCC)c1=O,3600.0,intermediate
CHEMBL3093222,CCCn1c(=O)c2c(nc3n2CCCN3CCC(=O)N2CCN(c3ccccc3)CC2)n(CCC)c1=O,10000.0,inactive
CHEMBL3091481,CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccc(OC)cc3)CC2)n(CCC)c1=O,10000.0,inactive
CHEMBL3093221,CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)n(CCC)c1=O,2980.0,intermediate
CHEMBL3093220,CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccccc3)CC2)n(CCC)c1=O,10000.0,inactive
CHEMBL3093219,CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccc(Cl)cc3)CC2)n(CCC)c1=O,10000.0,inactive
CHEMBL3093218,CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccccc3)CC2)n(CCC)c1=O,10000.0,inactive
CHEMBL3093217,COc1ccc(CN2CCN(C(=O)CN3CCCn4c3nc3c4c(=O)n(C)c(=O)n3C)CC2)cc1,10000.0,inactive
CHEMBL3093216,Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)n(C)c1=O,3480.0,intermediate
CHEMBL3093215,Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)n(C)c1=O,10000.0,inactive
CHEMBL3093214,Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccccc3)CC2)n(C)c1=O,10000.0,inactive
CHEMBL3093241,Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccc(Cl)cc3)CC2)n(C)c1=O,2200.0,intermediate
CHEMBL3093240,Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccccc3)CC2)n(C)c1=O,10000.0,inactive
CHEMBL3093239,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(Cl)c(Cl)c2)n(C)c1=O,86.9,active
CHEMBL239230,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(Cl)cc2)n(C)c1=O,624.0,active
CHEMBL3093238,Cn1c(=O)c2c(nc3n2CCCN3CCc2cccc(Cl)c2)n(C)c1=O,1350.0,intermediate
CHEMBL3093237,Cn1c(=O)c2c(nc3n2CCCN3Cc2cc(Cl)cc(Cl)c2)n(C)c1=O,193.0,active
CHEMBL3093236,Cn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Cl)c(Cl)c2)n(C)c1=O,62.9,active
CHEMBL241617,Cn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Cl)cc2)n(C)c1=O,218.0,active
CHEMBL241618,Cn1c(=O)c2c(nc3n2CCCN3Cc2cccc(Cl)c2)n(C)c1=O,344.0,active
CHEMBL3093235,Cn1c(=O)c2c(nc3n2CCCN3c2cc(Cl)cc(Cl)c2)n(C)c1=O,10000.0,inactive
CHEMBL3093234,Cn1c(=O)c2c(nc3n2CCCN3c2ccc(Cl)c(Cl)c2)n(C)c1=O,10000.0,inactive
CHEMBL3093233,Cn1c(=O)c2c(nc3n2CCCN3c2ccc(Cl)cc2)n(C)c1=O,10000.0,inactive
CHEMBL3093232,Cn1c(=O)c2c(nc3n2CCCN3c2cccc(Cl)c2)n(C)c1=O,4960.0,intermediate
CHEMBL3093231,CCn1c(=O)c2c(nc3n2CCCN3CCN2CCCCC2)n(CC)c1=O,10000.0,inactive
CHEMBL3093230,CCn1c(=O)c2c(nc3n2CCCN3C2CCCCC2)n(CC)c1=O,3720.0,intermediate
CHEMBL3093229,CCn1c(=O)c2c(nc3n2CCCN3CCc2cc(OC)c(OC)c(OC)c2)n(CC)c1=O,10000.0,inactive
CHEMBL3093228,CCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OC)c(OC)c2)n(CC)c1=O,5870.0,intermediate
CHEMBL3093227,CCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OC)cc2)n(CC)c1=O,4760.0,intermediate
CHEMBL3093226,CCn1c(=O)c2c(nc3n2CCCN3CCc2cccc(OC)c2)n(CC)c1=O,10000.0,inactive
CHEMBL3093225,CCn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2OC)n(CC)c1=O,3260.0,intermediate
CHEMBL3093224,CCn1c(=O)c2c(nc3n2CCCN3c2cccc(OC)c2)n(CC)c1=O,6390.0,intermediate
CHEMBL3093326,CCn1c(=O)c2c(nc3n2CCCN3c2ccc(O)cc2)n(CC)c1=O,10000.0,inactive
CHEMBL3093325,CCn1c(=O)c2c(nc3n2CCCN3c2ccc(F)cc2)n(CC)c1=O,10000.0,inactive
CHEMBL3093324,C#CCn1c(=O)c2c(nc3n2CCCN3C2CCN(Cc3ccccc3)CC2)n(C)c1=O,10000.0,inactive
CHEMBL3093323,C#CCn1c(=O)c2c(nc3n2CCCN3CC2CCCCC2)n(C)c1=O,10000.0,inactive
CHEMBL3093322,C#CCn1c(=O)c2c(nc3n2CCCN3CC2CCCO2)n(C)c1=O,10000.0,inactive
CHEMBL3093321,C#CCn1c(=O)c2c(nc3n2CCCN3C2CCCCC2)n(C)c1=O,10000.0,inactive
CHEMBL3091482,C#CCn1c(=O)c2c(nc3n2CCCN3C2CCC2)n(C)c1=O,10000.0,inactive
CHEMBL3093320,C#CCn1c(=O)c2c(nc3n2CCCN3CCc2cccs2)n(C)c1=O,10000.0,inactive
CHEMBL3093319,C#CCn1c(=O)c2c(nc3n2CCCN3CCc2cc(OC)c(OC)c(OC)c2)n(C)c1=O,10000.0,inactive
CHEMBL3093318,C#CCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OC)cc2)n(C)c1=O,10000.0,inactive
CHEMBL3093317,C#CCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(O)cc2)n(C)c1=O,10000.0,inactive
CHEMBL3093316,C#CCn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O,10000.0,inactive
CHEMBL3093315,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2cccs2)n(C)c1=O,10000.0,inactive
CHEMBL3093314,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2cccnc2)n(C)c1=O,10000.0,inactive
CHEMBL3093313,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2ccc(OC)cc2)n(C)c1=O,10000.0,inactive
CHEMBL3093312,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2cccc(OC)c2)n(C)c1=O,10000.0,inactive
CHEMBL3093311,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2ccccc2OC)n(C)c1=O,1800.0,intermediate
CHEMBL3093310,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2ccccc2)n(C)c1=O,3760.0,intermediate
CHEMBL3093333,C#CCn1c(=O)c2c(nc3n2CCCN3c2ccc(C(C)C)cc2)n(C)c1=O,10000.0,inactive
CHEMBL3093332,C#CCn1c(=O)c2c(nc3n2CCCN3c2cc(OC)cc(OC)c2)n(C)c1=O,10000.0,inactive
CHEMBL3093331,C#CCn1c(=O)c2c(nc3n2CCCN3c2cccc(Br)c2)n(C)c1=O,10000.0,inactive
CHEMBL3093330,C#CCn1c(=O)c2c(nc3n2CCCN3c2cccc(OC)c2)n(C)c1=O,10000.0,inactive
CHEMBL3093329,C#CCn1c(=O)c2c(nc3n2CCCN3c2ccc(F)cc2)n(C)c1=O,10000.0,inactive
CHEMBL282038,C#CCn1c(=O)c2c(ncn2C)n(C)c1=O,10000.0,inactive
CHEMBL26138,Cn1c(=O)c2c(nc(/C=C/c3cccc(Cl)c3)n2C)n(C)c1=O,17.8,active
CHEMBL3104250,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,300000.0,inactive
CHEMBL3989843,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,3600.0,intermediate
CHEMBL199600,O=C(N/N=C/c1ccccc1O)c1ccc(O)cc1,1300.0,intermediate
CHEMBL3108952,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccc(O)c3ncccc23)cc1,81000.0,inactive
CHEMBL3108958,N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccnc(-c3cc(C(=O)O)ccn3)c2)cc1.O=C(O)C(F)(F)F,47000.0,inactive
CHEMBL3108959,COC(=O)c1ccnc(-c2cc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)ccn2)c1.Cl,43300.0,inactive
CHEMBL1255743,Cl.N[C@@H]1C[C@H]1c1ccccc1,2500.0,intermediate
CHEMBL3989843,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,250.0,active
CHEMBL3113648,O=c1oc2ccc(OCc3ccccc3)cc2cc1CN1CCCC1,100000.0,inactive
CHEMBL3113647,CCCOc1ccc2oc(=O)c(CN3CCCC3)cc2c1,22300.0,inactive
CHEMBL3113646,COc1ccc2oc(=O)c(CN3CCCC3)cc2c1,100000.0,inactive
CHEMBL3113645,O=c1oc2ccc(O)cc2cc1CN1CCCC1,100000.0,inactive
CHEMBL3113644,Nc1ccc2oc(=O)c(CN3CCCC3)cc2c1,100000.0,inactive
CHEMBL3113643,O=c1oc2ccc(OC(F)(F)F)cc2cc1CN1CCCC1,100000.0,inactive
CHEMBL3113642,O=c1oc2ccc(C(F)(F)F)cc2cc1CN1CCCC1,100000.0,inactive
CHEMBL3113641,O=c1oc2ccc([N+](=O)[O-])cc2cc1CN1CCCC1,100000.0,inactive
CHEMBL3113640,O=c1oc2ccccc2cc1CN1CCCC1,100000.0,inactive
CHEMBL3112600,CCCCOc1ccc2oc(=O)c(CNCC)cc2c1,7340.0,intermediate
CHEMBL3113639,CCCNCc1cc2ccccc2oc1=O,62300.0,inactive
CHEMBL3113638,O=C(O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,19.5,active
CHEMBL3121773,C#CCCCCOc1ccc2c(c1)NC(=O)CC2,52.6,active
CHEMBL3121867,C#CCNCCOc1ccc2ccc(=O)oc2c1,852.0,active
CHEMBL3121866,C#CCNCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,377.0,active
CHEMBL3121865,CCCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,0.875,active
CHEMBL3121864,COC(=O)c1cc2cc(OC/C=C(\C)CCC=C(C)C)ccc2oc1=O,325.0,active
CHEMBL3121863,COC(=O)c1cc2ccc(OC/C=C(\C)CCC=C(C)C)cc2oc1=O,78.9,active
CHEMBL3121862,CC(=O)Nc1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,13.5,active
CHEMBL3121796,COC(=O)c1cc2cc(OCCc3ccc(Cl)cc3)ccc2oc1=O,120.0,active
CHEMBL3121795,COC(=O)c1cc2ccc(OCCc3ccc(Cl)cc3)cc2oc1=O,1.41,active
CHEMBL3121794,COC(=O)c1cc2cc(OCc3cccc(Cl)c3)ccc2oc1=O,31.5,active
CHEMBL3121793,COC(=O)c1cc2ccc(OCc3cccc(F)c3)cc2oc1=O,0.588,active
CHEMBL3121792,C#CCCCCOc1ccc2cc(-c3ccc(OC)cc3)c(=O)oc2c1,2.96,active
CHEMBL3121791,C#CCCCCOc1ccc2c(C)cc(=O)oc2c1,0.77,active
CHEMBL3121790,C#CCCCCOc1ccc2ccc(=O)oc2c1,2.62,active
CHEMBL3121789,C#CCCCCOc1ccc2oc(=O)c(NC(C)=O)cc2c1,24.7,active
CHEMBL3121788,C#CCCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,41.7,active
CHEMBL3121787,C#CCCCCOc1ccc2oc(=O)c(C(=O)c3ccc(OC)cc3)cc2c1,10000.0,inactive
CHEMBL3121786,C#CCCCCOc1ccc2cc(C(=O)c3ccc(OC)cc3)c(=O)oc2c1,67.1,active
CHEMBL3121785,C#CCCCCOc1ccc2oc(=O)c(C(=O)OC)cc2c1,123.0,active
CHEMBL3121784,C#CCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,1.41,active
CHEMBL3121783,C#CCCCOc1ccc2c(C)cc(=O)oc2c1,18.2,active
CHEMBL3121782,C#CCCCOc1ccc2ccc(=O)oc2c1,91.8,active
CHEMBL3121781,C#CCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,43.6,active
CHEMBL3121780,C#CCCCOc1ccc2cc(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3)c(=O)oc2c1,10000.0,inactive
CHEMBL3121779,C#CCCCOc1ccc2cc(C(=O)Nc3ccc(F)cc3)c(=O)oc2c1,10000.0,inactive
CHEMBL3121778,C#CCCCOc1ccc2cc(C(=O)O)c(=O)oc2c1,10000.0,inactive
CHEMBL3121777,C#CCCCOc1ccc2cc(C(=O)c3ccc(OC)cc3)c(=O)oc2c1,535.0,active
CHEMBL3121776,C#CCCCOc1cccc2cc(C(=O)OC)c(=O)oc12,10000.0,inactive
CHEMBL3120181,C#CCCCOc1ccc2oc(=O)c(C(=O)OC)cc2c1,1440.0,intermediate
CHEMBL3121775,C#CCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,82.4,active
CHEMBL3121774,C#CCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,258.0,active
CHEMBL3121868,C#CCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,1790.0,intermediate
CHEMBL3127966,Cn1c(CN2CCOCC2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127978,Cn1c(CNc2ccccc2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127977,Cn1c(CNCc2ccccc2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127976,Cn1c(CO)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127975,C#CCNC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,100000.0,inactive
CHEMBL3127974,Cn1c(C(=O)N2CCOCC2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127973,Cn1c(C(=O)Nc2ccccc2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127972,Cn1c(C(=O)NCc2ccccc2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127971,Cn1c(C(=O)O)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127970,CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,100000.0,inactive
CHEMBL3124971,COc1ccc2c(c1)cc(CNCc1ccccc1)n2C,100000.0,inactive
CHEMBL3127969,COc1ccc2c(c1)cc(C(=O)NCc1ccccc1)n2C,100000.0,inactive
CHEMBL3127968,C=CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,15300.0,inactive
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,15000.0,inactive
CHEMBL3127967,C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,149.97,active
CHEMBL3127968,C=CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,15310.87,inactive
CHEMBL3127978,Cn1c(CNc2ccccc2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3127977,Cn1c(CNCc2ccccc2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,100000.0,inactive
CHEMBL3124971,COc1ccc2c(c1)cc(CNCc1ccccc1)n2C,100000.0,inactive
CHEMBL3127967,C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,150.0,active
CHEMBL1929421,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,39.0,active
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,7820.0,intermediate
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,29370.0,inactive
CHEMBL3133248,COc1cc(/C=C/c2ccc(OCCCCCCN3CCOCC3)cc2)cc(OC)c1,100000.0,inactive
CHEMBL3133247,COc1cc(/C=C/c2ccc(OCCCCCCN3CCC(O)CC3)cc2)cc(OC)c1,14600.0,inactive
CHEMBL3133246,COc1cc(/C=C/c2ccc(OCCCCCCN3CCCCC3C)cc2)cc(OC)c1,16290.0,inactive
CHEMBL3133245,COc1cc(/C=C/c2ccc(OCCCCCCN3CCCCC3)cc2)cc(OC)c1,14210.0,inactive
CHEMBL3133244,COc1cc(/C=C/c2ccc(OCCCCCCN3CCCC3)cc2)cc(OC)c1,12190.0,inactive
CHEMBL3133243,CCCN(CCC)CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,92430.0,inactive
CHEMBL3133242,COc1cc(/C=C/c2ccc(OCCCCCCN(C)C)cc2)cc(OC)c1,7520.0,intermediate
CHEMBL3133241,CCN(CC)CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,10090.0,inactive
CHEMBL3133240,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccc(F)cc1,100000.0,inactive
CHEMBL3133239,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1cccc(F)c1,97510.0,inactive
CHEMBL3133314,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1F,100000.0,inactive
CHEMBL3133313,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccc(OC)cc1,100000.0,inactive
CHEMBL3133312,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1cccc(OC)c1,100000.0,inactive
CHEMBL3133311,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC,100000.0,inactive
CHEMBL3133310,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1,58310.0,inactive
CHEMBL3133309,COc1cc(/C=C/c2ccc(OCCCCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1,100000.0,inactive
CHEMBL3133308,COc1cc(/C=C/c2ccc(OCCCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1,63770.0,inactive
CHEMBL3132866,COc1cc(/C=C/c2ccc(OCCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1,40290.0,inactive
CHEMBL3133307,COc1cc(/C=C/c2ccc(OCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1,16190.0,inactive
